Timestamp,Soil Moisture (Plant 1),Soil Moisture (Plant 2),Soil Moisture (Plant 3),Temperature,Humidity,Plant 1 Watering
12-06-2023 00:01:00,92.91237113402062,81.85231539424281,80.0,22.0009765625,40.21123465084358,Not watered yet
12-06-2023 00:02:00,92.91237113402062,81.85231539424281,80.0,21.960546875,40.371510016384505,Not watered yet
12-06-2023 00:03:00,92.91237113402062,81.85231539424281,80.0,21.970703125,40.51537406696462,Not watered yet
12-06-2023 00:04:00,92.91237113402062,81.85231539424281,80.0,21.97578125,40.28307893812642,Not watered yet
12-06-2023 00:05:00,92.91237113402062,81.85231539424281,80.0,21.960546875,40.47107858882537,Not watered yet
12-06-2023 00:06:01,92.91237113402062,81.85231539424281,80.0,21.97578125,40.4047821860154,Not watered yet
12-06-2023 00:07:01,92.91237113402062,81.85231539424281,80.0,21.97578125,40.78092843641466,Not watered yet
12-06-2023 00:08:01,92.91237113402062,81.85231539424281,80.0,21.9806640625,40.53752233479312,Not watered yet
12-06-2023 00:09:01,92.91237113402062,81.85231539424281,80.0,21.9908203125,40.40486434821064,Not watered yet
12-06-2023 00:10:01,92.91237113402062,81.85231539424281,80.0,21.9958984375,40.32741378685478,Not watered yet
12-06-2023 00:11:02,92.91237113402062,81.85231539424281,80.0,22.0060546875,40.33294602806959,Not watered yet
12-06-2023 00:12:02,92.91237113402062,81.85231539424281,80.0,21.9908203125,40.26104506412032,Not watered yet
12-06-2023 00:13:02,92.91237113402062,81.85231539424281,80.0,21.9908203125,39.79624975318203,Not watered yet
12-06-2023 00:14:02,92.91237113402062,81.85231539424281,80.0,22.0111328125,40.410437611278255,Not watered yet
12-06-2023 00:15:02,92.91237113402062,81.85231539424281,80.0,21.95546875,40.51537406696462,Not watered yet
12-06-2023 00:16:03,92.91237113402062,81.85231539424281,80.0,21.9806640625,40.592860491472784,Not watered yet
12-06-2023 00:17:03,92.91237113402062,81.85231539424281,80.0,21.950390625,40.592724045428994,Not watered yet
12-06-2023 00:18:03,92.91237113402062,81.85231539424281,80.0,21.9806640625,39.8792143567022,Not watered yet
12-06-2023 00:19:03,92.91237113402062,81.85231539424281,80.0,21.940234375,40.62037984877054,Not watered yet
12-06-2023 00:20:03,92.91237113402062,81.85231539424281,80.0,21.950390625,40.32721693476297,Not watered yet
12-06-2023 00:21:04,92.91237113402062,81.85231539424281,80.0,21.965625,40.60385504129104,Not watered yet
12-06-2023 00:22:04,92.91237113402062,81.85231539424281,80.0,21.9857421875,40.758852529424814,Not watered yet
12-06-2023 00:23:04,92.91237113402062,81.85231539424281,80.0,21.9958984375,40.371631163551534,Not watered yet
12-06-2023 00:24:04,92.91237113402062,81.85231539424281,80.0,22.0111328125,40.305284732363475,Not watered yet
12-06-2023 00:25:04,92.91237113402062,81.85231539424281,80.0,22.0111328125,40.449121023080615,Not watered yet
12-06-2023 00:26:05,92.91237113402062,81.85231539424281,80.0,21.9908203125,40.54869644414837,Not watered yet
12-06-2023 00:27:05,92.91237113402062,81.85231539424281,80.0,22.0111328125,40.559849285336824,Not watered yet
12-06-2023 00:28:05,92.91237113402062,81.85231539424281,80.0,21.960546875,40.62600350447417,Not watered yet
12-06-2023 00:29:05,92.91237113402062,81.85231539424281,80.0,21.9857421875,40.626095865730406,Not watered yet
12-06-2023 00:30:05,92.91237113402062,81.85231539424281,80.0,21.960546875,40.75872946449569,Not watered yet
12-06-2023 00:31:06,92.91237113402062,81.85231539424281,80.0,21.965625,40.825127458322015,Not watered yet
12-06-2023 00:32:06,92.91237113402062,81.85231539424281,80.0,21.9908203125,40.72013236913351,Not watered yet
12-06-2023 00:33:06,92.91237113402062,81.85231539424281,80.0,21.9958984375,40.5431645524985,Not watered yet
12-06-2023 00:34:06,92.91237113402062,81.85231539424281,80.0,22.0212890625,40.64836209320229,Not watered yet
12-06-2023 00:35:07,92.91237113402062,81.85231539424281,80.0,22.0365234375,40.5930418572071,Not watered yet
12-06-2023 00:36:07,92.91237113402062,81.85231539424281,80.0,22.0212890625,40.537654685178936,Not watered yet
12-06-2023 00:37:07,92.91237113402062,81.85231539424281,80.0,22.0060546875,40.53763265188543,Not watered yet
12-06-2023 00:38:07,92.91237113402062,81.85231539424281,80.0,22.0060546875,40.88059354047723,Not watered yet
12-06-2023 00:39:07,92.91237113402062,81.85231539424281,80.0,22.0111328125,40.72576060108823,Not watered yet
12-06-2023 00:40:08,92.91237113402062,81.85231539424281,80.0,22.0111328125,40.59295125467195,Not watered yet
12-06-2023 00:41:08,92.91237113402062,81.85231539424281,80.0,21.960546875,40.15023612665781,Not watered yet
12-06-2023 00:42:08,92.91237113402062,81.85231539424281,80.0,21.965625,41.013205837068114,Not watered yet
12-06-2023 00:43:08,92.91237113402062,81.85231539424281,80.0,21.970703125,41.95335368411259,Not watered yet
12-06-2023 00:44:08,92.91237113402062,81.85231539424281,80.0,21.97578125,40.880489624635395,Not watered yet
12-06-2023 00:45:09,92.91237113402062,81.85231539424281,80.0,21.95546875,40.919180633633836,Not watered yet
12-06-2023 00:46:09,92.91237113402062,81.85231539424281,80.0,21.9806640625,40.725615410447205,Not watered yet
12-06-2023 00:47:09,92.91237113402062,81.85231539424281,80.0,21.97578125,40.81414105706541,Not watered yet
12-06-2023 00:48:09,92.91237113402062,81.85231539424281,80.0,22.0009765625,40.85849377221027,Not watered yet
12-06-2023 00:49:09,92.91237113402062,81.85231539424281,80.0,22.0060546875,40.80317883945749,Not watered yet
