Timestamp,Soil Moisture (Plant 1),Soil Moisture (Plant 2),Soil Moisture (Plant 3),Temperature,Humidity,Plant 1 Watering
16-06-2023 00:00:08,82.86082474226805,69.33667083854819,80.0,22.72109375,45.72305499713073,Not watered yet
16-06-2023 00:01:08,82.86082474226805,69.46182728410513,80.0,22.705859375,45.213803366347946,Not watered yet
16-06-2023 00:02:08,82.86082474226805,69.33667083854819,80.0,22.705859375,45.418905281950906,Not watered yet
16-06-2023 00:03:08,82.86082474226805,69.33667083854819,80.0,22.6908203125,45.457253601131285,Not watered yet
16-06-2023 00:04:08,82.86082474226805,69.33667083854819,80.0,22.70078125,45.462863130354144,Not watered yet
16-06-2023 00:05:09,82.86082474226805,69.33667083854819,80.0,22.716015625,45.53478898019511,Not watered yet
16-06-2023 00:06:09,82.86082474226805,69.33667083854819,80.0,22.7109375,45.507048095497375,Not watered yet
16-06-2023 00:07:09,82.86082474226805,69.33667083854819,80.0,22.70078125,45.42436212765751,Not watered yet
16-06-2023 00:08:09,82.86082474226805,69.33667083854819,80.0,22.6908203125,45.40162111874145,Not watered yet
16-06-2023 00:09:09,82.86082474226805,69.33667083854819,80.0,22.6908203125,45.25784496525705,Not watered yet
16-06-2023 00:10:10,82.86082474226805,69.33667083854819,80.0,22.70078125,45.29657502090937,Not watered yet
16-06-2023 00:11:10,82.86082474226805,69.33667083854819,80.0,22.7109375,45.584504750149584,Not watered yet
16-06-2023 00:12:10,82.86082474226805,69.33667083854819,80.0,22.72109375,45.369030995417674,Not watered yet
16-06-2023 00:13:10,82.86082474226805,69.33667083854819,80.0,22.70078125,45.55138703742494,Not watered yet
16-06-2023 00:14:11,82.86082474226805,69.33667083854819,80.0,22.6908203125,45.28020061136899,Not watered yet
16-06-2023 00:15:11,82.86082474226805,69.33667083854819,80.0,22.70078125,45.711591893991475,Not watered yet
16-06-2023 00:16:11,82.86082474226805,69.33667083854819,80.0,22.6806640625,45.324163841447294,Not watered yet
16-06-2023 00:17:11,82.86082474226805,69.33667083854819,80.0,22.6705078125,45.44004275813994,Not watered yet
16-06-2023 00:18:11,82.86082474226805,69.33667083854819,80.0,22.6857421875,45.50673889065352,Not watered yet
16-06-2023 00:19:12,82.86082474226805,69.33667083854819,80.0,22.705859375,45.34667200889288,Not watered yet
16-06-2023 00:20:12,82.86082474226805,69.33667083854819,80.0,22.70078125,45.24700215071257,Not watered yet
16-06-2023 00:21:12,82.86082474226805,69.33667083854819,80.0,22.70078125,45.6342186467181,Not watered yet
16-06-2023 00:22:12,82.86082474226805,69.33667083854819,80.0,22.6908203125,46.502430436542895,Not watered yet
16-06-2023 00:23:12,82.86082474226805,69.33667083854819,80.0,22.70078125,45.363044043639135,Not watered yet
16-06-2023 00:24:13,82.73195876288659,69.33667083854819,80.0,22.70078125,45.258142778498886,Not watered yet
16-06-2023 00:25:13,82.73195876288659,69.33667083854819,80.0,22.7109375,45.19181801643145,Not watered yet
16-06-2023 00:26:13,82.73195876288659,69.33667083854819,80.0,22.72109375,45.247447873049005,Not watered yet
16-06-2023 00:27:13,82.73195876288659,69.33667083854819,80.0,22.70078125,45.180677813563136,Not watered yet
16-06-2023 00:28:13,82.73195876288659,69.33667083854819,80.0,22.7109375,45.13109687958632,Not watered yet
16-06-2023 00:29:14,82.73195876288659,69.33667083854819,80.0,22.756640625,44.30134473523926,Not watered yet
16-06-2023 00:30:14,82.73195876288659,69.33667083854819,80.0,22.78203125,44.8165683442897,Not watered yet
